WardName,WardCode,Wardcode,PctSharedOwnership2011,PctRentFree2011,Candidate,InnerOuter,x,y,AvgGCSE2011,UnauthAbsenceSchools11
Hillingdon - Townfield,00ASGY,E05000339,1.889222842,1.309574925,Ken,Outer,510454.427,180377.1174,336.4294444,1.32685743
Hillingdon - Uxbridge North,00ASGZ,E05000340,0.567584612,1.177212529,Boris,Outer,506564.7194,184236.298,370.8252174,0.690517241
Hillingdon - Uxbridge South,00ASHA,E05000341,1.854115729,1.059494703,Boris,Outer,505212.7029,182880.6399,352.9069307,0.883545455
Hillingdon - West Drayton,00ASHB,E05000342,2.877297197,0.965286802,Boris,Outer,506267.3636,179299.374,318.3246835,1.312779712
Hillingdon - West Ruislip,00ASHC,E05000343,0.895783264,0.983176753,Boris,Outer,508328.2023,188068.4847,361.8045045,0.681212121
Hillingdon - Yeading,00ASHD,E05000344,2.160427807,1.860962567,Ken,Outer,511853.9786,181706.6322,329.7177515,1.104698318
Hillingdon - Yiewsley,00ASHE,E05000345,2.597141131,0.80531508,Boris,Outer,506525.6711,180784.8734,318.766242,1.233369863
Hounslow - Bedfont,00ATFY,E05000346,7.388351513,1.111339782,Boris,Outer,508500.1725,173532.1782,332.0157143,1.47775076
Hounslow - Brentford,00ATFZ,E05000347,4.618743702,1.158884783,Ken,Outer,517993.3946,178456.7905,354.3,1.113453537
Hounslow - Chiswick Homefields,00ATGA,E05000348,0.391187976,1.379452337,Boris,Outer,521302.1774,177620.8618,362.142623,0.686706056
Hounslow - Chiswick Riverside,00ATGB,E05000349,0.21539064,1.194439005,Boris,Outer,520224.9034,177481.9444,376.3283019,0.778165375
Hounslow - Cranford,00ATGC,E05000350,0.687022901,1.730279898,Ken,Outer,510883.5805,176156.9227,352.6137255,1.343620899
Hounslow - Feltham North,00ATGD,E05000351,1.090047393,1.44549763,Boris,Outer,510511.4952,174387.8702,338.0372093,1.453276353
Hounslow - Feltham West,00ATGE,E05000352,5.539308447,0.808532599,Boris,Outer,509351.1285,172312.6146,331.172449,1.618281037
Hounslow - Hanworth,00ATGF,E05000353,1.290045152,1.333046657,Boris,Outer,511912.1589,171613.028,333.1204819,1.680505217
Hounslow - Hanworth Park,00ATGG,E05000354,2.20735786,1.248606466,Boris,Outer,511139.8868,172476.0566,335.0722222,1.443104693
Hounslow - Heston Central,00ATGH,E05000355,1.514373717,1.180698152,Ken,Outer,512542.5072,176790.1193,366.725,1.34001207
Hounslow - Heston East,00ATGJ,E05000356,0.799200799,1.198801199,Ken,Outer,513251.1737,177378.3574,350.9461538,1.277261146
Hounslow - Heston West,00ATGK,E05000357,0.796812749,1.792828685,Ken,Outer,511372.5414,177785.1248,352.3453901,1.571726027
Hounslow - Hounslow Central,00ATGL,E05000358,5.052005944,1.058692422,Ken,Outer,514237.1606,175955.8599,346.0938596,1.272436751
Hounslow - Hounslow Heath,00ATGM,E05000359,2.156663276,1.261444557,Ken,Outer,512559.416,174580.516,349.3918239,1.654245754
Hounslow - Hounslow South,00ATGN,E05000360,1.064908722,0.786004057,Boris,Outer,514715.8742,175076.7015,365.5007519,1.009898844
Hounslow - Hounslow West,00ATGP,E05000361,2.560202788,1.394169835,Ken,Outer,512404.7945,175618.8542,352.432381,1.139306785
Hounslow - Isleworth,00ATGQ,E05000362,1.20580421,1.737175557,Ken,Outer,515969.0752,175295.2913,342.2167939,1.365583967
Hounslow - Osterley and Spring Grove,00ATGR,E05000363,1.855713094,1.1676397,Boris,Outer,515061.1829,177717.1047,380.3989362,0.992605331
Hounslow - Syon,00ATGS,E05000364,3.730569948,1.174438687,Boris,Outer,516927.2053,176898.313,357.6991228,1.235343035
Hounslow - Turnham Green,00ATGT,E05000365,0.349072203,1.506522139,Boris,Outer,520164.5934,178522.2279,354.4762712,0.687768595
Islington - Barnsbury,00AUFX,E05000366,1.245712222,1.245712222,Ken,Inner,531102.1238,183736.533,315.8786765,1.643634259
Islington - Bunhill,00AUFY,E05000367,0.790808714,1.447329155,Ken,Inner,532279.9698,182387.6706,317.2029851,1.312962963
Islington - Caledonian,00AUFZ,E05000368,1.797973194,1.14416476,Ken,Inner,530547.9613,184069.9468,319.0575,1.318032787
Islington - Canonbury,00AUGA,E05000369,1.612620508,1.332164768,Ken,Inner,532462.004,184448.555,295.5188679,1.807602862
Islington - Clerkenwell,00AUGB,E05000370,0.64333018,1.551561022,Ken,Inner,531340.99,182540.4088,333.9396825,1.420958904
Islington - Finsbury Park,00AUGC,E05000371,0.639897616,1.455767077,Ken,Inner,530856.5027,186453.3122,343.5127273,1.222145329
Islington - Highbury East,00AUGD,E05000372,0.515267176,1.145038168,Ken,Inner,531936.9736,185513.956,343.6196429,1.335790725
Islington - Highbury West,00AUGE,E05000373,2.853046595,1.0609319,Ken,Inner,531424.4181,185926.6696,328.4735849,0.858930041
Islington - Hillrise,00AUGF,E05000374,0.670743736,1.085026632,Ken,Inner,529818.3157,187414.2157,338.3275229,1.533895582
Islington - Holloway,00AUGG,E05000375,3.329316059,1.626996083,Ken,Inner,530491.5171,185216.6683,315.4358209,1.431913408
Islington - Junction,00AUGH,E05000376,1.487515495,1.168762175,Ken,Inner,529366.6069,186559.0463,320.7705882,1.481135903
Islington - Mildmay,00AUGJ,E05000377,1.132075472,1.14922813,Ken,Inner,532747.4977,185138.9753,333.5621891,1.362127317
Islington - St. George's,00AUGK,E05000378,0.977499078,1.309479897,Ken,Inner,529870.7789,185764.328,339.7417582,1.48516791
Islington - St. Mary's,00AUGL,E05000379,0.398334239,1.357957632,Ken,Inner,531556.0381,184295.0487,311.5678571,1.658666667
Islington - St. Peter's,00AUGM,E05000380,0.737940965,1.727861771,Ken,Inner,532067.4105,183543.8359,325.7403509,1.682162162
Islington - Tollington,00AUGN,E05000381,1.023778071,1.139365918,Ken,Inner,530415.339,187028.2271,346.3096154,1.131583134
Kensington and Chelsea - Abingdon,00AWFY,E05000382,0.918196995,2.96327212,Boris,Inner,525222.7433,179037.0764,376.3292683,1.014714715
Kensington and Chelsea - Brompton,00AWFZ,E05000383,0.361471401,5.698490325,Boris,Inner,527133.7197,179017.6946,394.5,1.021290323
Kensington and Chelsea - Campden,00AWGA,E05000384,0.356960734,5.175930648,Boris,Inner,525461.4385,180068.1068,373.2823529,0.480927835
Kensington and Chelsea - Colville,00AWGB,E05000385,0.961318379,0.823987182,Boris,Inner,524660.5439,181236.8434,370.2752294,1.549823322
Kensington and Chelsea - Courtfield,00AWGC,E05000386,0.262524612,3.653467513,Boris,Inner,526221.8266,178584.6093,327.6,0.382
Kensington and Chelsea - Cremorne,00AWGD,E05000387,0.673316708,2.369077307,Boris,Inner,526689.63,177458.0198,360.6261905,1.117557252
Kensington and Chelsea - Earl's Court,00AWGE,E05000388,0.932306445,1.86461289,Boris,Inner,525370.7421,178464.0576,363.8217391,0.905912596
Kensington and Chelsea - Golborne,00AWGF,E05000389,1.730019493,1.047758285,Ken,Inner,524011.299,182141.1849,332.6517241,1.330958904
Kensington and Chelsea - Hans Town,00AWGG,E05000390,0.364963504,5.251419303,Boris,Inner,527672.9965,178788.7207,353.595,1.265929204
Kensington and Chelsea - Holland,00AWGH,E05000391,0.873851669,3.450593771,Boris,Inner,524594.6639,179629.3031,390.0769231,1.545669291
Kensington and Chelsea - Norland,00AWGJ,E05000392,0.994662785,1.98932557,Boris,Inner,524223.1772,180498.1433,364.1470588,1.087410926
Kensington and Chelsea - Notting Barns,00AWGK,E05000393,1.903155866,1.63815948,Ken,Inner,523784.9756,181164.0856,375.8459459,1.004
Kensington and Chelsea - Pembridge,00AWGL,E05000394,1.115053218,2.559553979,Boris,Inner,525058.8702,180707.7313,375.5,0.755681818
Kensington and Chelsea - Queen's Gate,00AWGM,E05000395,0.512505125,5.309553096,Boris,Inner,526038.9464,179311.2253,244.96,0.760583942
Kensington and Chelsea - Redcliffe,00AWGN,E05000396,0.614927905,2.565733673,Boris,Inner,525949.5798,177993.9305,379.0052632,0.714622642
Kensington and Chelsea - Royal Hospital,00AWGP,E05000397,0.458221024,4.797843666,Boris,Inner,527830.3166,178091.4523,343.1368421,0.955263158
Kensington and Chelsea - St. Charles,00AWGQ,E05000398,2.970532319,1.592205323,Boris,Inner,523624.6772,181835.6206,346.3495327,1.740751731
Kensington and Chelsea - Stanley,00AWGR,E05000399,0.24968789,2.871410737,Boris,Inner,526707.3797,177929.3845,348.875,0.925280899
Kingston upon Thames - Alexandra,00AXFX,E05000400,0.948710347,0.652238363,Boris,Outer,520113.7171,166392.7232,369.4972973,0.332312651
Kingston upon Thames - Berrylands,00AXFY,E05000401,0.278745645,0.81300813,Boris,Outer,519114.0501,167344.3868,356.9481481,0.511515152
Kingston upon Thames - Beverley,00AXFZ,E05000402,1.29969419,1.427115189,Boris,Outer,521205.2546,168519.5599,363.6008929,0.722712418
Kingston upon Thames - Canbury,00AXGA,E05000403,0.926656151,1.143533123,Boris,Outer,518685.3306,170028.5337,363.0313953,0.530974125
Kingston upon Thames - Chessington North and Hook,00AXGB,E05000404,0.592768228,1.185536455,Boris,Outer,518062.5842,164593.5205,341.6172414,0.771687243
Kingston upon Thames - Chessington South,00AXGC,E05000405,0.743494424,0.520446097,Boris,Outer,517651.014,162338.1301,342.5292453,0.650631912
Kingston upon Thames - Coombe Hill,00AXGD,E05000406,0.244167119,1.627780792,Boris,Outer,520752.0801,170624.3986,358.3847458,0.931818182
Kingston upon Thames - Coombe Vale,00AXGE,E05000407,0.555555556,0.805555556,Boris,Outer,520599.7979,169225.913,384.3270833,0.508150745
Kingston upon Thames - Grove,00AXGF,E05000408,0.8200082,1.02501025,Boris,Outer,518347.7668,168665.5192,341.2964706,0.821521036
Kingston upon Thames - Norbiton,00AXGG,E05000409,1.012345679,1.185185185,Ken,Outer,519339.7947,169012.1815,338.1518868,1.263581315
Kingston upon Thames - Old Malden,00AXGH,E05000410,0.337268128,0.871275998,Boris,Outer,521498.5645,166553.2736,365.1767857,0.76168991
Kingston upon Thames - St. James,00AXGJ,E05000411,0.332527207,1.027811366,Boris,Outer,521396.3444,167467.2849,364.0926606,0.615217391
Kingston upon Thames - St. Mark's,00AXGK,E05000412,0.498866213,1.111111111,Boris,Outer,518250.1139,167702.2806,386.1820896,0.339952719
Kingston upon Thames - Surbiton Hill,00AXGL,E05000413,0.54312405,0.738648707,Boris,Outer,518304.0028,166455.0501,341.7127273,0.451271754
Kingston upon Thames - Tolworth and Hook Rise,00AXGM,E05000414,0.884244373,0.643086817,Boris,Outer,519125.3944,165297.942,354.2330435,0.626604069
Kingston upon Thames - Tudor,00AXGN,E05000415,0.777271509,1.018493701,Boris,Outer,518195.2516,170918.051,390.5189189,0.580116959
Lambeth - Bishop's,00AYFZ,E05000416,1.400437637,1.903719912,Ken,Inner,531010.9379,179680.6402,338.8236111,1.275699558
Lambeth - Brixton Hill,00AYGA,E05000417,2.165586329,0.869180907,Ken,Inner,530452.2812,174319.8079,323.9803279,1.504426705
Lambeth - Clapham Common,00AYGB,E05000418,0.5355494,0.775623269,Boris,Inner,529349.1149,174673.7853,350.9972222,1.514015748
Lambeth - Clapham Town,00AYGC,E05000419,1.520051746,1.293661061,Boris,Inner,529183.218,175666.9278,345.5717742,1.18654504
Lambeth - Coldharbour,00AYGD,E05000420,1.795735129,1.473063973,Ken,Inner,531494.671,175560.2174,340.5593909,1.380188679
Lambeth - Ferndale,00AYGE,E05000421,0.958466454,0.836756428,Ken,Inner,530574.0029,175541.5379,327.5059783,1.354063927
Lambeth - Gipsy Hill,00AYGF,E05000422,1.141514185,0.973644452,Ken,Inner,532747.4717,171553.6632,340.4347032,1.437483703
Lambeth - Herne Hill,00AYGG,E05000423,0.921942225,1.090964966,Ken,Inner,532006.5922,175036.7138,335.8048193,1.517414051
Lambeth - Knight's Hill,00AYGH,E05000424,0.841445306,0.923939944,Ken,Inner,531636.1649,171731.0155,354.4066176,1.506834112
Lambeth - Larkhall,00AYGJ,E05000425,2.331099944,0.935231714,Ken,Inner,530065.3283,176089.3784,341.8044444,1.451799878
Lambeth - Oval,00AYGK,E05000426,2.998714836,1.242324718,Ken,Inner,530784.4623,177627.2515,337.51,0.951996602
Lambeth - Prince's,00AYGL,E05000427,3.999405293,1.219149569,Ken,Inner,531029.439,178489.4238,330.5589286,1.074653313
Lambeth - St. Leonard's,00AYGM,E05000428,0.711053652,0.888817065,Ken,Inner,529853.4178,171752.2845,359.7308824,1.321721311
Lambeth - Stockwell,00AYGN,E05000429,1.571495254,1.353664229,Ken,Inner,530360.805,176772.5905,332.7368,1.2144375
Lambeth - Streatham Hill,00AYGP,E05000430,0.852459016,1.049180328,Ken,Inner,530609.8203,172980.2852,352.5582192,1.241289782
Lambeth - Streatham South,00AYGQ,E05000431,1.738317757,0.934579439,Ken,Inner,530105.9308,170365.7026,339.3626866,1.302818706
Lambeth - Streatham Wells,00AYGR,E05000432,1.610588423,1.148142242,Ken,Inner,530658.7445,171781.0225,340.4928571,1.529558824
Lambeth - Thornton,00AYGS,E05000433,0.475059382,0.989707047,Ken,Inner,529579.6215,173646.4822,363.8982558,1.361714286
Lambeth - Thurlow Park,00AYGT,E05000434,1.10864745,0.733412929,Ken,Inner,532103.1876,173068.9454,346.7355705,1.772703863
Lambeth - Tulse Hill,00AYGU,E05000435,1.827242525,0.936273029,Ken,Inner,531062.068,173981.2661,338.2186207,1.573406479
Lambeth - Vassall,00AYGW,E05000436,0.59337399,1.005439262,Ken,Inner,531420.4175,176792.6527,329.492126,1.225429326
Lewisham - Bellingham,00AZGD,E05000437,1.195349599,0.769608646,Ken,Inner,537394.6025,171715.5154,301.164433,1.459611036
Lewisham - Blackheath,00AZGE,E05000438,0.24910478,0.778452437,Ken,Inner,539092.2074,176090.3683,346.005102,1.414247788
Lewisham - Brockley,00AZGF,E05000439,1.600537996,1.07599193,Ken,Inner,536913.0482,176312.6155,314.7859504,1.672986111
Lewisham - Catford South,00AZGG,E05000440,0.647759104,1.067927171,Ken,Inner,538503.741,173031.874,337.5345361,1.146141814
Lewisham - Crofton Park,00AZGH,E05000441,1.468944595,0.878173399,Ken,Inner,536380.0132,174071.2067,335.30625,1.25958445
Lewisham - Downham,00AZGJ,E05000442,0.824946378,1.039432437,Ken,Inner,539259.8121,171382.8451,313.6485294,1.725075269
Lewisham - Evelyn,00AZGK,E05000443,3.515908761,1.162283888,Ken,Inner,536488.8929,178182.0587,312.7609195,1.530407125
Lewisham - Forest Hill,00AZGL,E05000444,0.707039656,1.075929911,Ken,Inner,535063.7103,173072.0067,325.4677165,1.178421388
Lewisham - Grove Park,00AZGM,E05000445,1.067615658,0.889679715,Boris,Inner,540731.8612,172706.6462,325.3389937,1.672081498
Lewisham - Ladywell,00AZGN,E05000446,0.433877126,1.475182228,Ken,Inner,537266.2577,175180.5933,340.9545455,1.324758842
Lewisham - Lee Green,00AZGP,E05000447,0.949367089,0.712025316,Ken,Inner,539556.0627,174520.0449,342.3781609,0.904876325
Lewisham - Lewisham Central,00AZGQ,E05000448,2.823102823,0.984200984,Ken,Inner,538381.2602,174889.6236,330.7666667,1.400746733
Lewisham - New Cross,00AZGR,E05000449,1.459854015,1.079683698,Ken,Inner,536195.0857,177455.1586,308.5972973,1.979681494
Lewisham - Perry Vale,00AZGS,E05000450,1.431340391,0.939317131,Ken,Inner,536029.527,172631.8618,316.1925926,1.542253521
Lewisham - Rushey Green,00AZGT,E05000451,0.399552501,0.974908103,Ken,Inner,537652.41,173743.3606,307.9074627,1.5141257
Lewisham - Sydenham,00AZGU,E05000452,0.544678345,1.015751509,Ken,Inner,535194.692,171618.8161,316.1752,1.576498516
Lewisham - Telegraph Hill,00AZGW,E05000453,1.575492341,1.035740336,Ken,Inner,535929.0826,176092.5059,313.7658537,1.294651285
Lewisham - Whitefoot,00AZGX,E05000454,0.54278994,1.031300887,Ken,Inner,539136.2642,172367.3446,319.1410628,1.74892756
Merton - Abbey,00BAFX,E05000455,0.722416813,0.897548161,Boris,Outer,525891.3352,169894.4122,352.6630952,0.752683616
Merton - Cannon Hill,00BAFY,E05000456,0.289855072,0.811594203,Boris,Outer,524299.1269,168384.1448,376.287156,0.388698955
Merton - Colliers Wood,00BAFZ,E05000457,1.106344547,0.812824565,Ken,Outer,527081.6962,170379.4994,344.7644737,1.27775
Merton - Cricket Green,00BAGA,E05000458,1.574074074,1.296296296,Ken,Outer,527819.4772,168125.3502,329.6731707,1.275851393
Merton - Dundonald,00BAGB,E05000459,0.373412995,0.921085387,Boris,Outer,524356.4938,169797.6923,395.7607143,0.313367174
Merton - Figge's Marsh,00BAGC,E05000460,1.846153846,1.041420118,Ken,Outer,528225.1507,169277.6988,341.7264,1.120089859
Merton - Graveney,00BAGD,E05000461,0.462561434,0.954032958,Ken,Outer,528512.1584,170274.1259,365.4041237,0.78110687
Merton - Hillside,00BAGE,E05000462,0.282286521,1.364384851,Boris,Outer,524326.3782,170564.8008,391.2695652,0.465873016
Merton - Lavender Fields,00BAGF,E05000463,0.96798213,0.943162075,Ken,Outer,527272.0926,169606.3545,341.9936,1.298415214
Merton - Longthornton,00BAGG,E05000464,1.37136588,0.822819528,Ken,Outer,529360.5467,169274.4655,355.8428571,1.048986486
Merton - Lower Morden,00BAGH,E05000465,0.523255814,0.726744186,Boris,Outer,523799.2766,166988.4681,368.6215686,0.706761566
Merton - Merton Park,00BAGJ,E05000466,0.383456587,0.876472199,Boris,Outer,525226.4119,169012.6589,373.2684211,0.319527897
Merton - Pollards Hill,00BAGK,E05000467,0.73389508,0.842620277,Ken,Outer,529462.6967,168210.3495,345.4022857,1.163697479
Merton - Ravensbury,00BAGL,E05000468,0.395361096,0.764364787,Ken,Outer,526572.674,167917.8715,339.4871795,1.576848394
Merton - Raynes Park,00BAGM,E05000469,0.167584391,1.12520948,Boris,Outer,522815.2156,169464.8566,374.2414141,0.404677419
Merton - St. Helier,00BAGN,E05000470,0.980885312,1.031187123,Ken,Outer,525416.7863,167441.9025,340.5836879,1.496473719
Merton - Trinity,00BAGP,E05000471,1.005847953,0.771929825,Boris,Outer,525825.0742,170784.3753,340.466055,0.626235094
Merton - Village,00BAGQ,E05000472,0.115240565,2.535292423,Boris,Outer,523049.5301,171291.742,409.0666667,0.836585366
Merton - West Barnes,00BAGR,E05000473,0.774550484,0.912863071,Boris,Outer,522876.6824,168064.2458,375.402381,0.49955516
Merton - Wimbledon Park,00BAGS,E05000474,2.473745624,0.746791132,Boris,Outer,525411.9912,171930.5553,378.3523256,0.455342137
Newham - Beckton,00BBGB,E05000475,2.450980392,1.112368024,Ken,Inner,543741.949,181699.7836,332.6858696,1.867407407
Newham - Boleyn,00BBGC,E05000476,0.953733766,1.359577922,Ken,Inner,541695.2842,183325.5643,345.4777143,1.459865659
Newham - Canning Town North,00BBGD,E05000477,0.925253991,1.342525399,Ken,Outer,539379.7314,182306.1181,332.0435644,1.865851449
Newham - Canning Town South,00BBGE,E05000478,2.893991821,1.368354829,Ken,Inner,540089.4478,181249.2642,319.2076471,1.716086317
Newham - Custom House,00BBGF,E05000479,2.802967848,1.071723001,Ken,Inner,541322.9047,181202.6811,313.8438272,1.81988189
Newham - East Ham Central,00BBGG,E05000480,0.429000429,1.17975118,Ken,Inner,542414.5746,183527.1732,333.089759,1.677665441
Newham - East Ham North,00BBGH,E05000481,0.438356164,1.479452055,Ken,Inner,542354.1246,184630.7454,348.9528302,1.294337607
Newham - East Ham South,00BBGJ,E05000482,0.702811245,1.064257028,Ken,Inner,542912.7436,182655.0542,331.8740566,1.933259259
Newham - Forest Gate North,00BBGK,E05000483,2.34347674,1.119272473,Ken,Inner,540138.9958,185543.5345,323.6135484,1.427374574
Newham - Forest Gate South,00BBGL,E05000484,2.396665509,1.128864189,Ken,Inner,540170.5446,184908.9156,330.3034483,1.524842767
Newham - Green Street East,00BBGM,E05000485,1.03334899,1.103804603,Ken,Inner,541361.205,184513.0939,327.3834395,1.266135084
Newham - Green Street West,00BBGN,E05000486,0.517241379,1.354679803,Ken,Inner,540773.4992,184299.284,317.8765101,1.039089969
Newham - Little Ilford,00BBGP,E05000487,0.919225504,1.701545081,Ken,Inner,542700.3429,185884.853,339.1963918,0.905834564
Newham - Manor Park,00BBGQ,E05000488,1.482773659,1.046663759,Ken,Inner,541838.353,185436.9946,331.3963855,1.36366184
Newham - Plaistow North,00BBGR,E05000489,2.674214328,1.288307632,Ken,Inner,540425.9367,183378.6213,329.3269461,1.45211205
Newham - Plaistow South,00BBGS,E05000490,1.446587537,0.927299703,Ken,Inner,541095.1985,182530.7221,337.904,1.56746888
Newham - Royal Docks,00BBGT,E05000491,1.395881007,1.075514874,Ken,Inner,542138.7404,180210.2962,328.9315068,1.716544417
Newham - Stratford and New Town,00BBGU,E05000492,4.893008041,1.049475262,Ken,Inner,538375.2101,184242.0004,325.2605263,1.59194499
Newham - Wall End,00BBGW,E05000493,0.721500722,1.13035113,Ken,Inner,543189.9929,183950.8095,328.3294872,1.609298167
Newham - West Ham,00BBGX,E05000494,1.296296296,1.388888889,Ken,Inner,539600.4261,183770.321,321.8318681,1.432032366
